Namespace	Id	Aktiv	Hemlig	Namn	Ansvarigt datav�rdskap	Ansvarig organisation	Ansvarig organisation e-post	Anv�ndande datav�rdskap	Media	Position N	Position E	Synonymer	EU_CD	L�nsID	Sj�-Id_SMHI_sj�register	Sj�ID_RI	VdrID_RI	�ldreProvplatsID	Kommentar
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136048	SANT	FALSKT	D3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6967404	662174			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156900	SANT	FALSKT	K509	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6761829	619461			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157038	SANT	FALSKT	�NGERMAN�LVEN 25	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6967990	647399			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135799	SANT	FALSKT	LAHOLM-2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6269874	357902			12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157657	SANT	FALSKT	R 2-15	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6804754	614712			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157025	SANT	FALSKT	K15	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7320449	878926			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157258	SANT	FALSKT	S50 / S MORSKEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6600291	729137			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157151	SANT	FALSKT	T3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6585778	672020			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135557	SANT	FALSKT	TORHAMN 10	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6210456	546630	TRN10		10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157229	SANT	FALSKT	K337 / H	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6797606	614294			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157593	SANT	FALSKT	R 7-1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7279024	829371			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157863	SANT	FALSKT	LANGELANDS BELT	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6107549	246643								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135595	SANT	FALSKT	3117 LAUTERHORN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6429758	740445	3117	SE642911-169289	09					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135871	SANT	FALSKT	�11	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6472614	275133			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135711	SANT	FALSKT	V�DER�-1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6499036	268580			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156919	SANT	FALSKT	STANNA 2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6472307	615841	STANNA 2		05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156905	SANT	FALSKT	H2 KARAK�S	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6170131	454164		SE617339-140351	12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157734	SANT	FALSKT	5004 O K�REHAMN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6317069	719666	5004		09					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157419	SANT	FALSKT	NO01 / ARK�SUND	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6484767	613708	"ARK�SUNDET; NO01"	SE648565-156680	05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156869	SANT	FALSKT	KAARV1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6223316	538235			10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157844	SANT	FALSKT	3001 N KOPPARSTENARNA	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6507039	744855	3001							VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135610	SANT	FALSKT	BY13	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6369674	766368								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156821	SANT	FALSKT	VAL�	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6383103	309024			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135717	SANT	FALSKT	F64B	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6683410	725191								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157653	SANT	FALSKT	S6	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7005216	683755			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157097	SANT	FALSKT	G5 YTTRE FJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6730959	622913	G5		21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135450	SANT	FALSKT	HOSHOLMARNA	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6376130	313920			13					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157403	SANT	FALSKT	FREDSH�G	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6139175	374666			12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157095	SANT	FALSKT	GRYT 2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6452872	612556			05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135296	SANT	FALSKT	SK16	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6516707	278142	"S HAVSTENSUND; SK 16; SK16; STRO 1; STRO1"	SE652163-123147	14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157680	SANT	FALSKT	S101	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6750574	628092			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136013	SANT	FALSKT	EXTRA KR A	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6512199	635835			04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135966	SANT	FALSKT	N LIND�N	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6523963	278094	"LIND�N; SK 15; SK15"		14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135386	SANT	FALSKT	GROGARN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6373567	733424	35	SE637298-168520	09					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135816	SANT	FALSKT	SK�LDERVIKEN-4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6253863	333580			12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157340	SANT	FALSKT	S�13 / TR�NN�FJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6473358	601149	"S�13; TR�NN�FJ�RDEN"	SE647438-155410	05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157649	SANT	FALSKT	R 3-2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6880026	629858			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157392	SANT	FALSKT	R 9-17	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7322059	889197			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00159455	SANT	FALSKT	�VF 3:6 LUND�KRA	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6193696	362095	�VF 3:6	SE619744-131164	12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135346	SANT	FALSKT	VAE 18	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6390128	616450		SE639095-156841	08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157816	SANT	FALSKT	HAN�-5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6163509	471657			12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157822	SANT	FALSKT	S56 / S R�DL�GA	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6607967	738259			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135354	SANT	FALSKT	HAE 3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6488895	634887		SE648952-158803	04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157546	SANT	FALSKT	C 4-2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6845100	636397			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157178	SANT	FALSKT	S13 / NORRT�LJEFJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6630785	710850			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157605	SANT	FALSKT	R 2-12	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6803821	615733			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157686	SANT	FALSKT	B7M	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6309156	618153			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135750	SANT	FALSKT	MS3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6893068	665089								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135391	SANT	FALSKT	L�NG�	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6462629	287503		SE646741-124019	14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157110	SANT	FALSKT	FALKENBERG SYD SKOTTAREVET 8,7 M TOPP	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6305839	343508	FALKENBERG, SYD SKOTTAREVET, 8,7 M TOPP	SE630986-129436	13					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135416	SANT	FALSKT	B 4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7174274	826026	B4		24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157641	SANT	FALSKT	SV 2 S STORSK�R	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6599921	722080	"S STORSK�R; SV 2"	SE659951-167658	01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157772	SANT	FALSKT	A4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6828534	628440			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157034	SANT	FALSKT	N12	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6340942	329729			13					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157565	SANT	FALSKT	UKV3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7067641	766662			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156942	SANT	FALSKT	18 SUNDSVALL	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6930653	622550	18		22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156962	SANT	FALSKT	H103	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6409082	598627			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135835	SANT	FALSKT	SE ASPER�	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6393463	310010			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135506	SANT	FALSKT	N 6-5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7215458	827460			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157856	SANT	FALSKT	450 KELDS NOR	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6069638	227266								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157724	SANT	FALSKT	BV 2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7321078	906262			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157634	SANT	FALSKT	MYS 4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6539748	685286			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135956	SANT	FALSKT	R 1-12	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6690234	694769			03					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157533	SANT	FALSKT	FB1M	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6359483	593853			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156902	SANT	FALSKT	LS 1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7290352	837327			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156985	SANT	FALSKT	K�GE 3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7202315	786594			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135525	SANT	FALSKT	NB 8	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7048630	740435			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135566	SANT	FALSKT	T�RN� 1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6221275	500176	TR1		10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135430	SANT	FALSKT	FK2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7274935	875621			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157492	SANT	FALSKT	VA11 / KAGGEBOFJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6429896	598806	"KAGGEBOFJ�RDEN; VA11"	SE643094-155124	05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157308	SANT	FALSKT	�NGERMAN�LVEN 15	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6981335	644384			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135861	SANT	FALSKT	�LBORG BUGT	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6308836	239356								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135359	SANT	FALSKT	SB 6	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6595999	780941		SE659487-173539						VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00159430	SANT	FALSKT	LD24	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6431003	602237			05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157082	SANT	FALSKT	6001 K�FTUDDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6524334	648150	"6001; 6001 K�FTUDDEN; K�FTUDDEN"		04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136031	SANT	FALSKT	NK 1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7082221	809385			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135884	SANT	FALSKT	P3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6416944	266504								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157070	SANT	FALSKT	E 2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6979849	673442	GAVIKSFJ�RDEN-EDS�TTERFJ�RDEN  E 2	SE698009-163262	22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135413	SANT	FALSKT	B1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6520736	651180			04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157396	SANT	FALSKT	VH3 / HAN�-3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6187774	454067			12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157239	SANT	FALSKT	R 3-20	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6846501	630355			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156980	SANT	FALSKT	G4 EDSVIKEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6588197	671265	G4		01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135483	SANT	FALSKT	N 2-6	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6807252	629800			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135756	SANT	FALSKT	MS10	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6853545	817201								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156782	SANT	FALSKT	V6-VMS	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6383919	591817	V6VMS		08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157123	SANT	FALSKT	YTTRE VALDEMARSVIKEN 1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6439428	605679			05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157148	SANT	FALSKT	�VF 5:2 H�LLVIKEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6153957	366187	�VF 5:2	SE615859-131575	12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135989	SANT	FALSKT	SG1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6919819	622044			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136019	SANT	FALSKT	DR 2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6513281	637554			04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156770	SANT	FALSKT	M8MS	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6313323	590397			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157101	SANT	FALSKT	R� HK1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7322429	836464			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157008	SANT	FALSKT	AC 25	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7187963	808608			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157569	SANT	FALSKT	X4 SKUTSK�RSFJ�RDEN SEK NAMN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6740313	631023			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135755	SANT	FALSKT	MS9	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6859688	791863								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157146	SANT	FALSKT	H1 LAHOLMSBUKTEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6275256	371856	H1		13					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135586	SANT	FALSKT	D9	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6973837	664371			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157125	SANT	FALSKT	K8M	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6278443	583690			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135509	SANT	FALSKT	N 6-8	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7225629	844719								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157004	SANT	FALSKT	R 9-5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7322696	899489			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135823	SANT	FALSKT	H�LLSUNDSUDDE	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6358429	320426			13					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157843	SANT	FALSKT	KO 3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6608902	749492			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157266	SANT	FALSKT	S1 / BAGGHUSFJ	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6648762	717732			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157677	SANT	FALSKT	OMNE 3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6984578	674902			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135267	SANT	FALSKT	SK12	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6538580	277819	"N NORRA �DD�; SK 12; SK12"	SE654353-123141	14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157536	SANT	FALSKT	MB230MS	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6327079	598709			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00159458	SANT	FALSKT	B / MO�LVEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	7020987	687664	B		22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157643	SANT	FALSKT	2097 S GR�N	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6527165	685700	2097		01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157028	SANT	FALSKT	S�14 / HAFJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6471038	614087	"HAFJ�RDEN; S�14"	SE647192-156701	05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00159433	SANT	FALSKT	LD31	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6429953	602540			05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135694	SANT	FALSKT	S KOSTERFJORD	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6527322	274699	KOSTERR�NNAN, O RAMS�		14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157528	SANT	FALSKT	GRANFJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6689724	683907			03					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135971	SANT	FALSKT	R 7-9	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7270071	819597			25					VAL-2018-05-14
